Column,layerid,title,description,layertype,creator,format,date,desc_date,place,subject,bbox
2445,vector_public:USGS_NU_TIPITAPA_CLA,"Cultural Landmark Areas, Tipitapa Region, Nicaragua, 2001","Cultural landmark areas for the Tipitapa region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Cemeteries,"ENVELOPE(-86.080455, -86.034683, 12.259513, 12.145185)"
2449,vector_restricted:MACON95_OHDEM_ZIP,"Ohio ZIP Code Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for 5-digit ZIP code areas for Ohio, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Ohio,Zip codes,"ENVELOPE(-84.820197, -80.518996, 41.977469, 38.399871)"
2455,vector_restricted:EV_ISRAEL_LANDMRKP,"Landmarks, Israel, 1987","Landmark point features for Israel. Feature vector data was extracted by East View Cartographic from 1:500,000 series Soviet military topographic source map sheets published in 1987.",Point,"East View Cartographic, Inc.",Shapefile,1987,2010-2014,Israel,Monuments,"ENVELOPE(34.751484, 35.885201, 32.87738, 29.651616)"
2463,vector_public:FEMA_40_FLD_HAZ_AR_OK,"Flood Insurance Risk Zones, Oklahoma, 2011","The flood insurance risk zone layer contains information about the flood hazards for Oklahoma. These zones are used by the federal Emergency Management Agency (FEMA) to designate the Special Flood Hazard Area (SFHA) and for insurance rating purposes. These data are the flood hazard areas that are or will be depicted on the Flood Insurance Rate Map (FIRM). The spatial elements representing the flood zones are polygons. There is one polygon for each contiguous flood zone designated. This layer is part of the National Flood Hazard Layer dataset: The National Flood Hazard Layer (NFHL) data incorporates all Digital Flood Insurance Rate Map(DFIRM) databases published by FEMA, and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. The DFIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper Flood Insurance Rate Maps(FIRMs). The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The NFHL data are derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data are consistent with those required for mapping at a scale of 1:12,000. The NFHL data contain layers in the Standard DFIRM datasets except for S_Label_Pt and S_Label_Ld. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all DFIRMs and corresponding LOMRs available on the publication date of the data set.",Polygon,United States. Federal Emergency Management Agency,Shapefile,2011,2010-2014,Oklahoma,Floods,"ENVELOPE(-99.4375, -94.431243, 36.999574, 33.615795)"
2468,vector_restricted:ESRI09MXHYDRO_P,Mexico Water Bodies : ESRI Data & Maps 2009,"Mexico Water Bodies represents the major lakes, reservoirs, and lagoons in Mexico.",Polygon,"Sistemas de Informacion Geografica, S.A.",Shapefile,2009,2010-2014,Mexico,Lakes,"ENVELOPE(-115.80583, -86.7268, 32.56749, 14.62389)"
2471,vector_restricted:MACON95_OHMKT_ZIP,"Ohio ZIP Code Market Data, 1995, MaconUSA","This dataset is a polygon layer providing boundary and marketing data for 5-digit ZIP code areas for Ohio, 1995. The marketing data set includes attributes covering: population growth, population age and sex distribution, household age, income, and wealth, Claritas Consumer CLOUT expenditure data for alcoholic beverages, women's footwear, attorneys, bicycles, and vehicle supplies, Claritas Financial CLOUT expenditure data on first mortgages greater than $150,000, bank credit cards, and life insurance, PRIZM household type (Elite Suburbs, Working Towns), and workforce employed by the private sector. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, Claritas Financial CLOUT database, Claritas Consumer CLOUT database, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Ohio,Zip codes,"ENVELOPE(-84.820197, -80.518996, 41.977469, 38.399871)"
2486,vector_public:USGS_NU_POSOLTEGA_DSL,"Drainage : Waterfalls, Rapids, Posoltega Region, Nicaragua, 2001","Drainage : waterfalls, rapids for the Posoltega region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Bodies of water,"ENVELOPE(-86.993251, -86.971533, 12.519664, 12.512462)"
2491,vector_public:USGS_GT_PUERTO_BARRIOS_PPP,"Small Populated Places, Puerto Barrios Region, Guatemala, 1988","Small populated places for the Puerto Barrios region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Point,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Human settlements,"ENVELOPE(-88.623779, -88.540392, 15.745141, 15.661157)"
2502,vector_restricted:EURATLAS_AUTONOMOUS_PPL_300,"Autonomous Peoples, Europe, Year 300","This shapefile represents autonomous peoples of Europe for the year 300. Autonomous peoples are generally nomadic, semi-nomadic or not well-known populations without evident central authority. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,300,2010-2014,Europe,Boundaries,"ENVELOPE(-9.54707, 47.370743, 60.17984, 23.226229)"
2509,vector_public:USGS_NU_ESTELI_CLA,"Cultural Landmark Areas, Esteli Region, Nicaragua, 2001","Cultural landmark areas for the Esteli region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,School buildings,"ENVELOPE(-86.360681, -86.357915, 13.098152, 13.09697)"
2513,vector_restricted:ESRI12USTRANTERM,U.S. Transportation Terminals : Esri Data & Maps 2012,"U.S. Transportation Terminals represents locations within the United States for transportation terminals such as public transport stops, railway stations, metro stations, ferry terminals, and other significant transportation nodes.",Point,"TomTom North America, Inc.",Shapefile,2011,2010-2014,United States,Terminals (Transportation),"ENVELOPE(-166.498649, -65.443111, 61.174671, 18.152311)"
2518,vector_restricted:CAMBRIDGE09_YOUTHCENTERS,"Youth Centers, Cambridge, Massachusetts, 2009",This layer contains point features of Youth Centers in Cambridge.,Point,Cambridge (Mass.). Geographic Information Systems,Shapefile,2009,2010-2014,Massachusetts,Municipal,"ENVELOPE(-71.15418, -71.092071, 42.392054, 42.364034)"
2539,vector_public:USGS_NU_LEON_LML,"Transmission Lines, Leon Region, Nicaragua, 2001","Transmission lines : lines of electrical pipelines for the Leon region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Electric lines,"ENVELOPE(-86.909968, -86.815845, 12.500048, 12.403587)"
2540,vector_restricted:ESRI12EURNUTS3,Europe NUTS 3 Demographics : Esri Data & Maps 2012,"Europe NUTS 3 Demographics represents areas of aggregated socioeconomic and demographic information at the NUTS 3 level for Europe. NUTS 3 units have an average population between 150,000 and 800,000 people.NUTS (Nomenclature des Unites Territoriales Statistiques) refers to the Nomenclature of Territorial Units for Statistics. For more information: http://epp.eurostat.ec.europa.eu/portal/page/portal/nuts_nomenclature/introduction.",Polygon,Michael Bauer Research GmbH,Shapefile,2011,2010-2014,Europe,Demography,"ENVELOPE(-31.268814, 69.070335, 81.805769, 27.635929)"
2542,vector_restricted:EURATLAS_SVRGN_STATES_0,"Sovereign States, Europe, Year 1","This shapefile represents sovereign states of Europe for the year 1. Sovereign states are considered as sovereign or independent states all entities fulfilling the following conditions: a) a territory covering a geographic area, b) an own population, c) an authority ruling the territory and the population, d) this authority is sovereign, i.e. not subject to any other power or state. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,1,2010-2014,Europe,Boundaries,"ENVELOPE(-9.500086, 50.998826, 52.683808, 19.670067)"
2544,vector_public:NHGIS_POP1840,"Historic County Boundaries and Total Population, United States, 1830","This boundary file contains historic county boundaries for which the U.S. Census Bureau tabulated data and was produced by the Minnesota Population Center as part of the National Historical Geographic Information System (NHGIS) project. The NHGIS county boundaries shapefile was joined with NHGIS total population tabular data from the same year by the Harvard University Center for Geographic Analysis. The county boundary shapefiles and its respective population data were joined for each decade, 1790-2000.The NHGIS is an National Science Foundation-sponsored project (Grant No. BCS0094908) to create a digital spatial-temporal database of all available historical US aggregate census materials. The available shapefiles on the NHGIS site represent version 1.0 of historical US county boundary files for the 1790 to 2000 censuses. These electronic county boundary files were created by referencing a wide variety of sources and considerable care was taken during their production. U.S. Census Bureau TIGER/Line Census 2000 files provided the 1990 and 2000 county boundaries and the roads, hydrography, and public land survey lines required to construct historic county boundaries. Locations of historic county boundaries were derived from William Thorndale and William Dollarhide's Map Guide to the U.S. Federal Censuses (1987), various volumes of John H. Long's Atlas of Historical County Boundaries, the Atlas of Historical County Boundaries website (http://www.newberry.org/ahcbp/), and other state-specific sources. TIGER/Line spatial features that corresponded to boundaries in these sources were used to construct the proper historic boundaries. When a TIGER/Line feature was not available, we digitized the historic boundary from one of the map sources. Aggregate data from Michael Haines' Historical Demographic, Economic and Social Data: The United States, 1790-1970 (2001) and Richard Forstall's Population of States and Counties of the United States: 1790 to 1990 (1996) were used to determine whether a county was enumerated during a given census. If a county was not enumerated, notes from those sources were used to attach the county in question to the county with which it was enumerated. If a county was not enumerated and the notes provide no details, the county was considered 'unattached' and it was merged with other unattached land within the state or territory.",Polygon,University of Minnesota. Minnesota Population Center,Shapefile,1830,2010-2014,United States,Boundaries,"ENVELOPE(-114.981498, -65.752857, 50.009315, 23.289995)"
2549,vector_restricted:MACON95_ALDEM_TRACT,"Alabama Census Tract Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for Census tracts for Alabama, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Alabama,Census districts,"ENVELOPE(-88.472752, -84.888319, 35.007942, 30.19384)"
2562,vector_restricted:EURATLAS_MOUNTAINS_1000M,"Mountains, 1000 Meter Contours, Europe","This shapefile represents mountains, 1000 meter contours, for Europe. Mountains are the same for all centuries. They are represented as polygons formed by the contours of five different heights: 200m, 500m, 1000m, 2000m and 3500m. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,0,2010-2014,Europe,Mountains,"ENVELOPE(-9.801788, 51.002228, 60.244442, 19.666768)"
2568,vector_public:USGS_GT_MAZATENANGO_VGA,"Vegetation Areas : Woods, Forests, Mazatenango Region, Guatemala, 1988","Vegetation areas : woods, forests for the Mazatenango region, Guatemala. This layer was vectorized from original hard copy 1:50,000 topographic maps produced from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,1976,2010-2014,Guatemala,Forests and Forestry,"ENVELOPE(-91.550276, -91.458272, 14.586386, 14.496386)"
2570,vector_public:USGS_ES_LA_PALMA_CLA,"Cultural Landmark Areas, La Palma Region, El Salvador, 1988","Cultural landmark areas for the La Palma region, El Salvador. This layer was vectorized from original hardcopy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional of the Republic of El Salvador from the early 1970s to the mid 1980s. Hurricane Mitch devastated Central America during the months of October- November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area of one hundred square kilometers around the urban center of each municipality in the Hurricane Mitch project.",Polygon,Geological Survey (U.S.),Shapefile,1976,2010-2014,El Salvador,Cemeteries,"ENVELOPE(-89.178008, -89.16182, 14.336596, 14.264565)"
2576,vector_restricted:EURATLAS_SVRGN_DEP_STATES_1800,"Sovereign and Dependent States, Europe, Year 1800","This shapefile represents the sovereign and non-sovereign, dependent states of Europe for the year 1800. Sovereign states are considered as sovereign or independent states all entities fulfilling the following conditions: a) a territory covering a geographic area, b) an own population, c) an authority ruling the territory and the population, d) this authority is sovereign, i.e. not subject to any other power or state. Dependent state. This type of state has the same characteristics (territory, population, authority) as the sovereign states but their authority is subject to a higher power, generally to the authority of a neighbouring or dominant state. It may also happen that only some provinces of a state are subject to a foreign control. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,1800,2010-2014,Europe,Boundaries,"ENVELOPE(-17.803115, 51.00402, 60.242875, 19.670067)"
2578,vector_restricted:MACON95_WVDEM_TRACT,"West Virginia Census Tract Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for Census tracts for West Virginia, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,West Virginia,Census districts,"ENVELOPE(-82.6448, -77.719314, 40.638736, 37.201368)"
2580,vector_public:FEMA_08_FLD_HAZ_AR_CO,"Flood Insurance Risk Zones, Colorado, 2011","The flood insurance risk zone layer contains information about the flood hazards for Colorado. These zones are used by the federal Emergency Management Agency (FEMA) to designate the Special Flood Hazard Area (SFHA) and for insurance rating purposes. These data are the flood hazard areas that are or will be depicted on the Flood Insurance Rate Map (FIRM). The spatial elements representing the flood zones are polygons. There is one polygon for each contiguous flood zone designated. This layer is part of the National Flood Hazard Layer dataset: The National Flood Hazard Layer (NFHL) data incorporates all Digital Flood Insurance Rate Map(DFIRM) databases published by FEMA, and any Letters Of Map Revision (LOMRs) that have been issued against those databases since their publication date. The DFIRM Database is the digital, geospatial version of the flood hazard information shown on the published paper Flood Insurance Rate Maps(FIRMs). The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The NFHL data are derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data are consistent with those required for mapping at a scale of 1:12,000. The NFHL data contain layers in the Standard DFIRM datasets except for S_Label_Pt and S_Label_Ld. The NFHL is available as State or US Territory data sets. Each State or Territory data set consists of all DFIRMs and corresponding LOMRs available on the publication date of the data set.",Polygon,United States. Federal Emergency Management Agency,Shapefile,2011,2010-2014,Colorado,Floods,"ENVELOPE(-109.060057, -103.705653, 41.003424, 36.992385)"
2595,vector_public:CAMBRIDGE14CEMETERIES,"Cemeteries, Cambridge, Massachusetts, 2010 (pub. 2014)","This layer contains polygon features representing cemeteries in Cambridge, Massachusetts, 2010",Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,2010,2010-2014,"City of Cambridge, MA",Cemetery,"ENVELOPE(-71.157911, -71.118993, 42.393617, 42.365201)"
2596,vector_restricted:EURATLAS_AUTONOMOUS_PPL_1100,"Autonomous Peoples, Europe, Year 1100","This shapefile represents autonomous peoples of Europe for the year 1100. Autonomous peoples are generally nomadic, semi-nomadic or not well-known populations without evident central authority. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,1100,2010-2014,Europe,Boundaries,"ENVELOPE(18.748729, 49.806489, 60.217074, 44.092824)"
2600,vector_public:CAMBRIDGE14PLAZAS,"Plazas, Cambridge, Massachusetts, 2010 (pub. 2014)","This layer contains polygon features representing plazas in Cambridge, Massachusetts, 2010",Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,2010,2010-2014,"City of Cambridge, MA",Plazas,"ENVELOPE(-71.153085, -71.069128, 42.401541, 42.353146)"
2602,vector_public:USGS_NU_POSOLTEGA_LML,"Transmission Lines, Posoltega Region, Nicaragua, 2001","Transmission lines : lines of electrical pipelines for the Posoltega region, Nicaragua. This layer was vectorized from original hard copy 1:50,000 topographic maps produced by the Instituto Geogra?fico Nacional, Nicaragua. Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,2001,2010-2014,Nicaragua,Electric lines,"ENVELOPE(-87.044701, -86.915777, 12.599372, 12.505162)"
2603,vector_public:USGS_HO_CAMPAMENTO_CAMP,"Contour Elevation Map of Campamento, Honduras","Contour elevation map for the Campamento region, Honduras. This layer was vectorized from original hard copy topographic maps produced by the Instituto Geografico Nacional, Honduras from the early 1970s to the mid 1980s.Hurricane Mitch devastated Central America during the months of October-November of 1998. From 1998 to 2001 the US Geological Survey was involved along with other federal agencies in the reconstruction effort. The source CD consists of a compilation of GIS data layers and computer applications focused on hazard prevention and useful in municipal planning. Each dataset includes layers for a base area around the urban center of each municipality in the Hurricane Mitch project.",Line,Geological Survey (U.S.),Shapefile,1976,2010-2014,Honduras,Altitudes,"ENVELOPE(-86.714149, -86.621361, 14.598976, 14.508596)"
2608,vector_restricted:EV_ISRAEL_POWERP,"Power Stations, Israel, 1987","Power point features for Israel. Feature vector data was extracted by East View Cartographic from 1:500,000 series Soviet military topographic source map sheets published in 1987.",Point,"East View Cartographic, Inc.",Shapefile,1987,2010-2014,Israel,Electric power-plants,"ENVELOPE(35.848598, 35.848598, 32.570537, 32.570537)"
2617,vector_restricted:CAMBRIDGE09_RESIDENTIALDIST,"Residential Tax Districts, Cambridge, Massachusetts, 2007",This polygon layer contains residential taxing districts for the City of Cambridge.,Polygon,Cambridge (Mass.). Geographic Information Systems,Shapefile,2007,2010-2014,Massachusetts,Municipal,"ENVELOPE(-71.160581, -71.06381, 42.403841, 42.352358)"
2622,vector_restricted:CAMBRIDGE09_PARCELS,"Parcels, Cambridge, Massachusetts, 2008",This polygon layer contains all of the property parcels in Cambridge. Each parcel has a unique Map and Lot ID number that links it to a record in the Assessing Department's Vision database system.,Polygon,Cambridge (Mass.). Assessing Dept.,Shapefile,2008,2010-2014,Massachusetts,Municipal,"ENVELOPE(-71.160322, -71.065206, 42.403932, 42.352822)"
2626,vector_restricted:NLD_ROTT6223RD_WATERDEEL_LJN,"Water Section Lines, Rotterdam, Netherlands, 2008-2010","This layer contains line features representing water sections for Rotterdam, Netherlands, 2008-2010. It is part of the TOP10NL data set published by Kadaster, the Dutch Land Registry. Data is at a scale of 1:10,000.Water sections lines includes features such as: watercourses, seas, lakes, rivers, ponds, springs, pools, ditches, channels, locks, reservoirs, and other water features.",Line,Netherlands. Topografische Dienst Kadaster,Shapefile,2008,2010-2014,Netherlands,Bodies of water,"ENVELOPE(4.288116, 4.602745, 52.046229, 51.805164)"
2649,vector_restricted:MACON95_PADEM_ZIP,"Pennsylvania ZIP Code Demographics, 1995, MaconUSA","This dataset is a polygon layer providing boundary and demographic statistical data for 5-digit ZIP code areas for Pennsylvania, 1995. The demographic data set includes attributes covering: age and sex distribution, ethnicity and ancestry, education, income, industry employment, household size, type of housing unit, home ownership, home value, and mortgage statistics, automobile ownership, and home heating fuel types. Individual demographic and marketing datasets for all 50 states plus the District of Columbia at both the Census tract and ZIP code level were derived from MaconUSA's 'Maps and Data for Microsoft Office 95', published in 1996. State and county-level demographic and marketing layers were also derived from the 'Maps and data' dataset. Original dataset sources include: the Claritas Update, the U.S. Bureau of Labor Statistics, the U.S. Census Bureau, various other federal, state, and local governmental agencies, and businesses.",Polygon,MaconUSA (Firm),Shapefile,1995,2010-2014,Pennsylvania,Zip codes,"ENVELOPE(-80.519996, -74.690162, 42.269797, 39.719897)"
2650,vector_restricted:EURATLAS_SEAS_700,"Seas, Europe, Year 700","This shapefile represents the seas, lakes, and other large bodies of water of Europe for the year 700. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,700,2010-2014,Europe,Seas,"ENVELOPE(-17.99701, 51.004024, 60.242875, 19.669491)"
2652,vector_restricted:EURATLAS_SVRGN_DEP_STATES_1400,"Sovereign and Dependent States, Europe, Year 1400","This shapefile represents the sovereign and non-sovereign, dependent states of Europe for the year 1400. Sovereign states are considered as sovereign or independent states all entities fulfilling the following conditions: a) a territory covering a geographic area, b) an own population, c) an authority ruling the territory and the population, d) this authority is sovereign, i.e. not subject to any other power or state. Dependent state. This type of state has the same characteristics (territory, population, authority) as the sovereign states but their authority is subject to a higher power, generally to the authority of a neighbouring or dominant state. It may also happen that only some provinces of a state are subject to a foreign control. This layer is part of the Euratlas Georeferenced Vector Data collection that is composed of 21 maps, one for each century from year 1 to year 2000. These maps depict the detailed political situation of Europe at the first day of each centennial year C.E. from year 1 to 2000. Each map is composed of two kinds of layers: physical features layers, such as seas and rivers, and political features layers, such as states and cities. Some layers also cover adjacent portions of North Africa and the Middle East.",Polygon,Euratlas-Nussli,Shapefile,1400,2010-2014,Europe,Boundaries,"ENVELOPE(-17.803115, 50.998826, 60.242853, 19.670067)"
2653,vector_public:NHGIS_POP2000,"Historic County Boundaries and Total Population, United States, 1900","This boundary file contains historic county boundaries for which the U.S. Census Bureau tabulated data and was produced by the Minnesota Population Center as part of the National Historical Geographic Information System (NHGIS) project. The NHGIS county boundaries shapefile was joined with NHGIS total population tabular data from the same year by the Harvard University Center for Geographic Analysis. The county boundary shapefiles and its respective population data were joined for each decade, 1790-2000.The NHGIS is an National Science Foundation-sponsored project (Grant No. BCS0094908) to create a digital spatial-temporal database of all available historical US aggregate census materials. The available shapefiles on the NHGIS site represent version 1.0 of historical US county boundary files for the 1790 to 2000 censuses. These electronic county boundary files were created by referencing a wide variety of sources and considerable care was taken during their production. U.S. Census Bureau TIGER/Line Census 2000 files provided the 1990 and 2000 county boundaries and the roads, hydrography, and public land survey lines required to construct historic county boundaries. Locations of historic county boundaries were derived from William Thorndale and William Dollarhide's Map Guide to the U.S. Federal Censuses (1987), various volumes of John H. Long's Atlas of Historical County Boundaries, the Atlas of Historical County Boundaries website (http://www.newberry.org/ahcbp/), and other state-specific sources. TIGER/Line spatial features that corresponded to boundaries in these sources were used to construct the proper historic boundaries. When a TIGER/Line feature was not available, we digitized the historic boundary from one of the map sources. Aggregate data from Michael Haines' Historical Demographic, Economic and Social Data: The United States, 1790-1970 (2001) and Richard Forstall's Population of States and Counties of the United States: 1790 to 1990 (1996) were used to determine whether a county was enumerated during a given census. If a county was not enumerated, notes from those sources were used to attach the county in question to the county with which it was enumerated. If a county was not enumerated and the notes provide no details, the county was considered 'unattached' and it was merged with other unattached land within the state or territory.",Polygon,University of Minnesota. Minnesota Population Center,Shapefile,1900,2010-2014,United States,Boundaries,"ENVELOPE(-180, 180, 85.245258, 4.502628)"
